_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
1346,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,2029736,2029736,2029736
1347,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,14900,13900,820
1348,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,551015,Non-Capital Computer Equipment,Non-Capital Equipment,Expenditures,45645,34845,12024
1349,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,551025,Non-Capital Scientific/Medical Equipment,Non-Capital Equipment,Expenditures,13400,63400,1984
1350,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,551030,Non-Capital Machinery & Equipment,Non-Capital Equipment,Expenditures,24000,9000,2425
1351,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,415010,Industrial District Assessment,Industrial Assessment,Revenues,24393223,24393223,454810
1352,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,426058,Digital Network,Charges for Services,Revenues,975000,975000,243750
1353,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,500,500,252
1354,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,452040,Payment in Lieu of Taxes,Miscellaneous/Other,Revenues,1100000,1100000,21530
1355,2023,1000,General Fund,General Funds,5000,Mayor's Office,Administrative Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,1969137,1965137,982568
1356,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,424160,Interfund Office of Business Opportunity,Direct Interfund Services,Revenues,1030102,1030102,515051
1357,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,5813,3000,2520
1358,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411020,Current Property Tax,General Property Taxes,Revenues,1197752084,1197752084,312723847
1359,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411030,Current Year Delinquent Property Tax,General Property Taxes,Revenues,72400553,72400553,2808859
1360,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411040,Delinquent Property Tax - Prior Years,General Property Taxes,Revenues,148242,148242,-17373
1361,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411041,Prior Year Delinquent Property Tax-2014,General Property Taxes,Revenues,63495,63495,3898
1362,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411042,Prior Year Delinquent Property Tax-2015,General Property Taxes,Revenues,75855,75855,-81857
1363,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411043,Prior Year Delinquent Property Tax-2016,General Property Taxes,Revenues,92150,92150,-224839
1364,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411044,Prior Year Delinquent Property Tax-2017,General Property Taxes,Revenues,118243,118243,-227788
1365,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411045,Prior Year Delinquent Property Tax-2018,General Property Taxes,Revenues,206017,206017,-20972
1366,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411046,Prior Year Delinquent Property Tax-2019,General Property Taxes,Revenues,144317,144317,-516809
1367,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411047,Prior Year Delinquent Property Tax-2020,General Property Taxes,Revenues,94414,94414,-2283968
1368,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411048,Prior Year Delinquent Property Tax-2021,General Property Taxes,Revenues,-283042,-283042,5798399
1369,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411178,Prior Year Delinquent Property Tax-2012,General Property Taxes,Revenues,27930,27930,2584
1370,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411179,Prior Year Delinquent Property Tax-2013,General Property Taxes,Revenues,50663,50663,8151
1371,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411180,Penalty & Interest - Current Delinquent,General Property Taxes,Revenues,604937,604937,1219021
1372,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,411190,Penalty&Interest-Delinq. Property Tax,General Property Taxes,Revenues,1038780,1038780,63482
1373,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,412010,Sales Tax,Sales Taxes,Revenues,806920052,806920052,425717739
1374,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,413010,Mixed Beverage Tax,Other Tax,Revenues,20743036,20743036,7616911
1375,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,428030,Release of Liens,Other Fines and Forfeits,Revenues,15000,15000,4492
1376,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,428100,Interest on Liens - COH,Other Fines and Forfeits,Revenues,15000,15000,6149
1377,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,432010,Interest on Pooled Investments,Interest,Revenues,4693000,4693000,1501651
1378,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,434150,Streets & Bridges Assessments,Miscellaneous/Other,Revenues,8000,8000,2564
1379,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,1500000,1500000,267127
1380,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,414010,Bingo Fees,Miscellaneous/Other,Revenues,198000,198000,42797
1381,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,416010,Electricity Franchise Tax,Electric Franchise,Revenues,94690972,94690972,47410647
1382,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,417010,Telephone Franchise Tax,Telephone Franchise,Revenues,17795146,17795146,4614579
1383,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,418010,Natural Gas Franchise Tax,Gas Franchise,Revenues,13056346,13056346,6518372
1384,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,419010,Cable TV Franchise Tax,Other Franchise,Revenues,12543470,12543470,2873425
1385,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,419040,Solid Waste Hauler Franchise Fee,Other Franchise,Revenues,8562912,8562912,2379103
1386,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,419050,Spur Track Franchise Fee,Other Franchise,Revenues,20426,20426,1225
1387,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421100,Occupation Licenses,Licenses and Permits,Revenues,122056,122056,49587
1388,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421110,Sexually Oriented Business Permits,Licenses and Permits,Revenues,18006,18006,11133
1389,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421130,Decals for Coin-Ope.Amusement Machines,Licenses and Permits,Revenues,162608,162608,87945
1390,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421140,Dance Licenses,Licenses and Permits,Revenues,18311,18311,19312
1391,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421150,Liquor Licenses,Licenses and Permits,Revenues,1079118,1079118,933940
1392,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421170,Burglar Alarm Permits,Licenses and Permits,Revenues,9058182,9058182,4269032
1393,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421220,School Bus Licenses & Permits,Licenses and Permits,Revenues,21319,21319,25341
1394,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421230,Taxicab Licenses & Permits,Licenses and Permits,Revenues,275074,275074,18510
1395,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421280,Other Licenses & Permits,Licenses and Permits,Revenues,126364,126364,75508
1396,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421570,Limousine Permits,Licenses and Permits,Revenues,770479,770479,813621
1397,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421580,Charter Bus Permits,Licenses and Permits,Revenues,115109,115109,96781
1398,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421590,Right-of-way Fee - Permit Ordinances,Licenses and Permits,Revenues,277000,277000,203389
1399,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421610,Low Speed Shuttle Permit/Inspection Fees,Licenses and Permits,Revenues,1514,1514,2124
1400,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421620,Pedicab Permits & Inspection Fees,Licenses and Permits,Revenues,6042,6042,2429
1401,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,421630,Administrative Fee - Licenses & Permits,Licenses and Permits,Revenues,906705,906705,507604
1402,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,424040,Interfund 311,Direct Interfund Services,Revenues,373376,373376,93350
1403,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,424080,Interfund Payroll Services,Direct Interfund Services,Revenues,732427,732427,192114
1404,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,426240,Limousine Inspection Fees,Charges for Services,Revenues,79400,79400,103995
1405,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,426290,Other Service Charges,Charges for Services,Revenues,165347,165347,76056
1406,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,428050,False Alarm Penalties,Other Fines and Forfeits,Revenues,1512687,1512687,542820
1407,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,434205,Sale of Scrap Metal,Miscellaneous/Other,Revenues,15000,15000,14344
1408,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,434225,Sale of Non-Capital Equip. & Merchandise,Miscellaneous/Other,Revenues,170000,170000,103412
1409,2023,1000,General Fund,General Funds,6500,Admn. & Regulatory Affairs,Administrative Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,11054807,11054807,5527404
1410,2023,1000,General Fund,General Funds,7000,Planning & Development,Development & Maintenance Services,424110,Other Interfund Services,Direct Interfund Services,Revenues,1467839,1467839,308991
1411,2023,1000,General Fund,General Funds,7000,Planning & Development,Development & Maintenance Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,2200,2200,472
1412,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,424070,Interfund Legal Services,Direct Interfund Services,Revenues,597568,597568,123998
1413,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,1500,1500,246
1414,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,434305,Judgments & Claims,Miscellaneous/Other,Revenues,15000,15000,169622
1415,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,452020,Recoveries & Refunds,Miscellaneous/Other,Revenues,10000,10000,206
1416,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,300,300,1287
1417,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,416020,Miscellaneous Franchise Fee,Electric Franchise,Revenues,1289400,1289400,287796
1418,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,422122,Municipal Service Fees - TIRZ,Intergovernmental,Revenues,20887389,20887389,505123
1419,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,422141,Intergovernmental Revenue - TIRZ,Intergovernmental,Revenues,10548448,10548448,90532
1420,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,422231,Intergov Rev - ARPA,Intergovernmental,Revenues,160075000,160075000,162575000
1421,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425010,Indirect Cost Recovery - Aviation,Indirect Interfund Services,Revenues,2409808,2409808,1204904
1422,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425030,Indirect Cost Recovery - Combined Utility,Indirect Interfund Services,Revenues,7333296,7333296,3666648
1423,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425060,Indirect Cost Recovery - Public TV,Indirect Interfund Services,Revenues,141218,141218,70609
1424,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425070,Indirect Cost Recovery - Building Inspection,Indirect Interfund Services,Revenues,1308925,1308925,654462
1425,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425080,Indirect Cost Recovery - Street & Drainage,Indirect Interfund Services,Revenues,784086,784086,392043
1426,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,425100,Indirect Cost Recovery-Other,Indirect Interfund Services,Revenues,4034715,4034715,1914620
